date;source;target
05/11/2007;VICT;BMRI
10/12/2007;BRIN;BBBA
01/11/2007;CITI;BDIN
08/11/2007;BDIN;BHAG
23/10/2007;CITI;PDJB
24/10/2007;BMRI;HSBC
21/12/2007;CITI;CENA
02/10/2007;ANZB;KOEX
29/10/2007;JSAB;DBSB
14/12/2007;BNIN;BBUK
18/12/2007;MCOR;BBIJ
19/12/2007;MEGA;SYNA
11/10/2007;TAPE;BMRI
21/12/2007;PDJB;PDRI
26/11/2007;CITI;HSBC
30/11/2007;BSDR;DEUT
21/11/2007;BBUK;BMRI
08/10/2007;MCOR;PINB
24/10/2007;BDIN;ABNA
28/12/2007;BNIA;ANZB
13/11/2007;EKST;SCBL
30/10/2007;CENA;EKON
11/12/2007;PINB;CICT
02/10/2007;LIPB;BBUK
08/10/2007;SCBL;ATJS
27/12/2007;BPIA;BMRI
20/11/2007;MAYA;HMOB
27/11/2007;BBIJ;CENA
09/10/2007;BRIN;BBAI
07/11/2007;PDML;BMRI
23/11/2007;HRDA;BBIJ
20/11/2007;ABNA;OCBC
30/11/2007;MCOR;SITB
26/10/2007;BICN;BDIN
08/11/2007;BNIN;BNIA
18/12/2007;BBUK;BTAN
17/10/2007;PDAC;BNIN
30/11/2007;BHAG;CENA
02/10/2007;SYSU;BNIN
24/12/2007;BOTK;BPIA
31/10/2007;BRIN;IBBK
14/12/2007;BNIN;MEGA
12/12/2007;CENA;MASD
11/10/2007;BBIJ;BUMI
24/10/2007;ABAL;CENA
19/11/2007;HSBC;IBBK
25/10/2007;HAGA;RABO
06/11/2007;SITB;BMRI
21/11/2007;BNIN;MEGA
26/11/2007;BRIN;BSMD
24/10/2007;ATJS;DEUT
31/10/2007;BOTK;BDKI
28/12/2007;BMRI;PDKT
16/11/2007;SYAC;LIPB
13/12/2007;BTAN;BNIN
17/12/2007;BSMD;PDSU
14/11/2007;BDKI;SYWS
19/12/2007;BNIN;PDBK
09/10/2007;MEGA;YUDB
05/10/2007;PDJG;BNIN
02/10/2007;SYWS;PDJB
05/12/2007;CHAS;FUJI
13/12/2007;BTAN;BNIA
22/11/2007;DEUT;CITI
30/11/2007;CENA;BUST
15/11/2007;PDRI;CICT
24/10/2007;CTCB;CENA
22/11/2007;BNIA;ABAL
19/12/2007;BBBA;CHAS
28/11/2007;ABNA;BMRI
12/12/2007;PDWG;PDWR
05/12/2007;PDIJ;MUAB
16/11/2007;PDRI;BRIN
28/12/2007;BMRI;HRDA
02/10/2007;MAYA;HNBN
22/10/2007;DBSB;MCOR
26/11/2007;BPIA;SCBL
26/12/2007;DBSB;HSBC
05/10/2007;BBAI;LIPB
06/11/2007;EKON;PDAC
27/11/2007;PDKT;EKON
19/12/2007;PDBK;PDJT
30/10/2007;EKON;WIKE
26/12/2007;CHAS;BMRI
21/12/2007;DBSB;AEIB
30/11/2007;ANTD;DEUT
01/11/2007;ABAL;SIHB
06/12/2007;BNIN;PINB
01/10/2007;ARTG;EKON
09/11/2007;AWAN;HAGA
29/11/2007;SCBL;BBUK
01/10/2007;HSBC;BRIN
15/11/2007;CITI;EKON
01/11/2007;PDJG;LIPB
22/10/2007;CENA;BSMD
18/10/2007;BBBA;JSAB
28/12/2007;IBBK;PINB
12/11/2007;ABAL;BNIA
16/11/2007;ATJS;AGTB
30/10/2007;BMRI;TAPE
18/12/2007;EKON;BNIA
25/10/2007;BOFA;KOEX
02/10/2007;BBBA;ABNA
06/12/2007;NISP;BEXI
23/10/2007;PDML;BMRI
28/11/2007;BRIN;PDJM
02/11/2007;CENA;BBAI
26/10/2007;ABNA;CENA
30/10/2007;BUST;CICT
04/10/2007;PDSU;AWAN
22/11/2007;BSSP;CENA
07/11/2007;BBBA;PDJT
30/10/2007;CITI;KOEX
23/11/2007;HSBC;CITI
03/12/2007;JSAB;BARC
08/11/2007;DEUT;DBSB
27/12/2007;CENA;PDJM
11/10/2007;BRIN;BNIN
16/11/2007;MEDH;LIPB
07/12/2007;PDBK;BNIN
10/12/2007;CENA;DJAR
15/11/2007;BNIN;HAIN
17/12/2007;DBSB;HSBC
20/11/2007;CNBA;CITI
31/10/2007;PDJB;BBUK
04/12/2007;BMRI;BTAN
04/12/2007;PDKB;BBBA
11/10/2007;VICT;TAPE
07/12/2007;BBBA;LIPB
03/10/2007;PDKS;PDAC
23/11/2007;BSMD;PDJT
15/11/2007;BBAI;IBBK
27/12/2007;PINB;CHAS
08/11/2007;BTAN;BRIN
12/11/2007;BBUK;ANZB
02/10/2007;PINB;ANZB
04/10/2007;CENA;PDKG
19/12/2007;CENA;HAGA
14/12/2007;BBAI;BBBA
03/12/2007;MEGA;PDSB
12/11/2007;PDKG;PDKB
24/12/2007;TAPE;BMRI
18/10/2007;PINB;BDIN
13/11/2007;BMRI;ATJS
28/11/2007;AWAN;JSAB
22/10/2007;HSBC;BBAI
28/11/2007;PDLP;NISP
25/10/2007;BDKI;BSMD
10/12/2007;BDIN;SUNI
03/10/2007;HNBN;CENA
18/12/2007;SCBL;MUAB
15/11/2007;DEUT;BOTK
02/10/2007;SYAC;BMRI
06/11/2007;PDNT;BNIN
30/11/2007;PDKB;CENA
21/12/2007;FUJI;BNIN
27/11/2007;BNIN;BNIA
25/10/2007;BNIN;NUPA
13/12/2007;BBIJ;BIDX
17/10/2007;PDSB;BNIN
03/12/2007;BEXI;PINB
13/12/2007;PDSB;CENA
17/12/2007;BBIJ;BHAG
23/11/2007;CITI;CENA
05/10/2007;SUNI;BBUK
20/11/2007;BNIN;RABO
22/11/2007;LIPB;ARTG
22/11/2007;HAGA;BDIN
18/12/2007;BNIN;BBBA
13/11/2007;BNIA;PINB
04/12/2007;SCBL;BMRI
09/11/2007;BHAG;BBIJ
09/10/2007;BNIN;BSDR
15/11/2007;OCBC;DEUT
28/11/2007;PINB;MEEK
09/11/2007;DEUT;SCBL
17/12/2007;PDJG;HAGA
30/11/2007;BRIN;PDAC
26/10/2007;SITB;BMRI
07/11/2007;CENA;ANZB
13/12/2007;BBUK;PDJT
26/10/2007;DBSB;CHAS
08/11/2007;BNIN;RABO
23/10/2007;ARTG;NISP
16/11/2007;ANTD;MASD
29/10/2007;HAGA;EKST
06/11/2007;DEUT;BBBA
15/11/2007;TAPE;MEGA
01/10/2007;ANTD;HSBC
13/11/2007;BRIN;PDWR
01/10/2007;BDIN;VICT
29/10/2007;BNIN;LOMA
30/10/2007;CTCB;HSBC
03/12/2007;ABAL;CTCB
23/11/2007;HAGA;VICT
04/10/2007;BNIN;CENA
04/12/2007;BRIN;PDML
11/10/2007;ARTG;BOTK
01/10/2007;BDIN;MASB
26/11/2007;BBBA;BNIN
12/12/2007;SYBK;SYNA
13/12/2007;PDSB;LIPB
21/11/2007;CENA;SCBL
28/12/2007;LIPB;EKON
14/11/2007;VICT;AWAN
21/11/2007;CENA;HAGA
24/12/2007;BNIN;BNIA
16/11/2007;BBIJ;BUST
11/12/2007;CENA;MUAB
22/10/2007;BNIN;PDRI
28/12/2007;CITI;CHAS
09/11/2007;BSSP;PDJT
01/11/2007;CENA;BSMD
26/12/2007;BRIN;BNIN
29/11/2007;BEXI;OCBC
13/12/2007;BKKB;BBBA
11/10/2007;CITI;AGTB
08/11/2007;BNIA;BBIJ
01/11/2007;NISP;PDJT
16/11/2007;BNIA;SCBL
05/11/2007;LOMA;HAGA
08/11/2007;DEUT;MUAB
30/10/2007;BMRI;CENA
03/12/2007;SCBL;LIPB
22/11/2007;BSSP;BDIN
11/10/2007;NISP;BUMI
27/12/2007;BICN;IBBK
19/11/2007;PINB;BUMI
02/10/2007;BNPA;BBIJ
26/11/2007;LIPB;MUAB
12/12/2007;SCBL;DBSB
26/11/2007;BICN;MEGA
06/12/2007;BRIN;PDNT
01/10/2007;MEGA;BDIN
28/11/2007;BMRI;PINB
03/12/2007;NISP;YUDB
31/10/2007;HSBC;OCBC
21/11/2007;CITI;BDIN
03/12/2007;BMRI;BTAN
30/11/2007;IBBK;CICT
05/10/2007;PDWG;PDJT
31/10/2007;MEDH;BNIA
12/12/2007;PDNB;BBBA
09/10/2007;CENA;DEUT
04/12/2007;CICT;EKON
21/11/2007;PDJM;ATJS
13/11/2007;KOEX;BDIN
21/12/2007;BTAN;NISP
11/12/2007;BPIA;SCBL
16/11/2007;BARC;INDI
19/11/2007;MUAB;SYBR
12/11/2007;BBIJ;BDIN
18/10/2007;IBBK;SITB
01/11/2007;VICT;IBBK
27/11/2007;LIPB;MAYA
16/11/2007;MASD;NISP
14/12/2007;ABNA;DEUT
05/10/2007;DEUT;BNIN
27/12/2007;SCBL;BOTK
27/12/2007;BRIN;DEUT
16/11/2007;PDML;ATJS
13/11/2007;BICN;DEUT
07/11/2007;IBBK;DEUT
06/12/2007;MEGA;DEUT
18/10/2007;OCBC;CITI
22/10/2007;PDIJ;PDJG
19/12/2007;OCBC;RABO
19/12/2007;BNIN;BDKI
23/11/2007;NISP;BIDX
17/10/2007;DBSB;BBUK
02/11/2007;MGAB;CENA
17/12/2007;BNIN;PDYK
11/12/2007;PDWR;BRIN
26/11/2007;BBIJ;AWAN
25/10/2007;SCBL;LIPB
02/10/2007;BNIN;SITB
27/11/2007;PDLP;BRIN
05/11/2007;CITI;CHAS
26/10/2007;GNES;DBSB
17/12/2007;PDJM;BDIN
22/10/2007;ATJS;PDSU
27/12/2007;ABAL;CICT
28/11/2007;LIPB;TAPE
16/11/2007;PINB;BBUK
25/10/2007;BNIA;RABO
09/11/2007;BMRI;BBIJ
01/10/2007;MAYA;LIPB
19/11/2007;PINB;BOTK
04/12/2007;EKON;BMRI
23/11/2007;HAGA;BICN
06/11/2007;LIPB;BUMI
27/12/2007;BPIA;SYBR
14/11/2007;BRIN;BNIN
11/12/2007;HAIN;BHAG
20/11/2007;NISP;SYBB
24/10/2007;SUNI;YUDB
19/11/2007;BDIP;BICN
05/10/2007;SWBA;BICN
07/11/2007;BMRI;RABO
05/11/2007;GNES;ARTG
13/11/2007;NISP;BNIN
03/12/2007;CENA;MEGA
01/11/2007;MEDH;BMRI
29/11/2007;ROYB;NISP
11/12/2007;BNIN;VICT
11/10/2007;MEDH;LIPB
19/11/2007;CHAS;ROYB
24/10/2007;PDBK;BDIN
27/11/2007;ABNA;BBIJ
27/11/2007;AGSS;HSBC
26/10/2007;BBBA;BNIN
24/12/2007;MEGA;BUTG
01/11/2007;ATJS;EKST
07/11/2007;BTAN;ABNA
01/10/2007;BBUK;PDJG
24/12/2007;MEDH;PINB
23/11/2007;CITI;ABNA
30/11/2007;YUDB;LIPB
29/11/2007;INPB;BRIN
23/11/2007;DEUT;BHAG
28/12/2007;PDNB;CENA
19/10/2007;DEUT;BNIA
26/12/2007;ANZB;CENA
30/10/2007;IBBK;BNIA
10/10/2007;BDIN;BBIJ
14/12/2007;CENA;HAGA
18/12/2007;MEGA;MASD
22/11/2007;IBBK;BRIN
27/12/2007;BRIN;CITI
07/12/2007;EKON;SCBL
12/11/2007;CENA;SWBA
14/11/2007;DEUT;BICN
01/10/2007;CENA;LIPB
10/10/2007;BNIN;ABNA
15/11/2007;PINB;BBBA
01/11/2007;PINB;HAGA
19/12/2007;BSDR;CITI
29/11/2007;SCBL;HSBC
23/11/2007;BNIA;BNIN
01/10/2007;BBBA;BDIN
10/10/2007;PDJB;BSMD
17/12/2007;PINB;LIPB
03/10/2007;CENA;BHAG
12/11/2007;IBBK;SWBA
21/11/2007;BSMD;PINB
21/12/2007;BRIN;PDJM
11/12/2007;ABNA;CHAS
06/11/2007;NISP;DEUT
03/10/2007;BMRI;AEIB
31/10/2007;BTAN;HSBC
04/10/2007;BBBA;BNPA
19/11/2007;PDJT;MASD
02/11/2007;SCBL;BNIA
05/11/2007;CITI;PDJB
21/12/2007;PDRI;IBBK
26/11/2007;ATJS;PDWU
04/12/2007;BRIN;FUJI
14/11/2007;BBIJ;BHAG
21/12/2007;IBBK;MAYA
03/10/2007;BSMD;PDJB
18/12/2007;ANZB;BNPA
04/10/2007;BBUK;YUDB
02/10/2007;DEUT;MEGA
31/10/2007;HVBK;BBBA
12/12/2007;BDIN;LIPB
08/11/2007;CITI;CHAS
10/10/2007;LIPB;SYBT
15/11/2007;CENA;BBBA
27/11/2007;MUAB;BBUK
26/10/2007;IBBK;EKON
05/10/2007;BNIA;BBAI
21/12/2007;PDKT;CENA
20/11/2007;MEDH;BNIN
26/10/2007;BOTK;BPIA
13/12/2007;CITI;BICN
11/10/2007;BBBA;CTCB
08/10/2007;ARTG;CITI
29/10/2007;BNIN;DBSB
06/12/2007;PINB;BDIN
10/10/2007;CNBA;CENA
03/12/2007;DEUT;BUTG
12/12/2007;BRIN;PDNB
27/12/2007;CITI;SCBL
30/10/2007;BTAN;BMRI
13/11/2007;PDKT;CENA
09/11/2007;VICT;AWAN
26/10/2007;BRIN;BNIN
18/10/2007;MEDH;BMRI
28/11/2007;BBIJ;CENA
01/11/2007;BMRI;BRIN
07/12/2007;DBSB;MEGA
03/12/2007;DBSB;BMRI
13/11/2007;BRIN;MEEK
18/10/2007;SITB;BRIN
25/10/2007;MEEK;CENA
22/11/2007;BIDX;HRDA
08/10/2007;BNIA;DBSB
09/10/2007;ARTG;BRIN
03/10/2007;DBSB;ABNA
10/10/2007;ARTG;BBBA
18/12/2007;PDKS;ATJS
22/10/2007;PDNB;BTAN
27/12/2007;MUAB;PDSB
12/11/2007;BSSP;CICT
05/11/2007;BHAG;MEGA
23/10/2007;BRIN;PDAC
05/11/2007;BOTK;ABNA
12/12/2007;BRIN;BNIA
11/10/2007;BRIN;PDWR
22/10/2007;PDJT;BTAN
30/10/2007;CITI;BNIA
18/12/2007;ABNA;NISP
27/12/2007;BSMD;MEGA
11/12/2007;ARTG;BMRI
30/11/2007;DEUT;BOFA
24/12/2007;BTAN;YUDB
05/11/2007;MEGA;SYNA
01/11/2007;BIDX;BMRI
29/11/2007;AEIB;BRIN
28/12/2007;BRIN;HSBC
14/12/2007;BMRI;PDIJ
01/11/2007;BBBA;PDIJ
18/10/2007;CENA;ABAL
06/12/2007;BRIN;BSSP
10/10/2007;PMAS;BNIN
28/12/2007;CENA;PINB
01/10/2007;BDIN;DEUT
10/10/2007;BICN;BBIJ
24/10/2007;PDJT;BHAG
28/11/2007;BEXI;PINB
10/10/2007;EKON;BMRI
26/11/2007;BSMD;BNIA
03/10/2007;IDMO;BNIA
16/11/2007;BBIJ;IDMO
30/10/2007;BMRI;PINB
14/11/2007;AEIB;BNIA
07/11/2007;PDBK;BSMD
21/12/2007;BSSP;BNIN
12/12/2007;CTCB;CENA
05/12/2007;BNIN;DEUT
06/11/2007;ATJS;BSDR
10/12/2007;IBBK;BRIN
10/12/2007;BRIN;BSSP
06/11/2007;BRIN;INPB
11/12/2007;IBBK;ABNA
14/12/2007;CITI;CENA
14/12/2007;PDNT;ARTG
04/10/2007;INPB;LIPB
27/12/2007;SYAC;EKON
08/10/2007;BMRI;HAGA
28/12/2007;ANZB;BDKI
05/12/2007;ATJS;PDKS
29/10/2007;ARTG;BMRI
10/10/2007;LIPB;BKKB
28/11/2007;SYWS;BMRI
28/11/2007;CITI;BTAN
19/12/2007;PDWU;PDKT
21/11/2007;BBAI;PINB
15/11/2007;IBBK;LIPB
30/10/2007;HSBC;SCBL
19/11/2007;BBUK;LIPB
04/10/2007;BEXI;CENA
20/11/2007;BDKI;BNIN
09/11/2007;MASD;BRIN
01/10/2007;SCBL;HNBN
06/11/2007;PDWR;BMRI
07/11/2007;BEXI;BRIN
05/11/2007;BMRI;MEGA
22/10/2007;HSBC;PINB
22/11/2007;PDIJ;PDWR
02/10/2007;ANTD;IBBK
29/11/2007;BDIN;SCBL
24/10/2007;BTAN;BRIN
03/10/2007;EKON;LIPB
03/10/2007;PDJT;LIPB
10/12/2007;PDJB;BRIN
26/10/2007;LIPB;SITB
24/12/2007;NISP;BTAN
20/11/2007;MAYA;ATJS
25/10/2007;BRIN;CITI
05/11/2007;ROYB;MEEK
14/12/2007;BEXI;PDJG
16/11/2007;CENA;CNBA
19/10/2007;BMRI;BUTG
30/10/2007;TAPE;CNBA
02/11/2007;ABAL;BDIN
19/12/2007;CENA;SCBL
14/11/2007;WIKE;BMRI
09/10/2007;IBBK;PINB
07/11/2007;SITB;IBBK
07/11/2007;BMRI;PDKS
23/11/2007;BTAN;BRIN
06/11/2007;BRIN;BSMD
19/11/2007;ARTG;ABNA
30/10/2007;BDIN;MAYA
13/11/2007;CHAS;BNIN
22/10/2007;BDIN;BNIN
07/12/2007;CITI;BSMD
24/12/2007;BMRI;ARTG
10/10/2007;BNIA;DBSB
24/10/2007;PDWG;IBBK
07/12/2007;BTAN;PINB
13/11/2007;BMRI;BBUK
22/10/2007;CENA;BUMI
19/11/2007;ATJS;EKST
19/11/2007;BMRI;CENA
14/11/2007;PDML;BNIN
25/10/2007;BICN;ABNA
18/12/2007;MASD;LIPB
19/10/2007;PDKB;BBIJ
11/10/2007;NISP;BBBA
12/11/2007;MGAB;VICT
24/12/2007;EKON;BNIN
25/10/2007;CICT;SCBL
27/12/2007;NISP;CITI
06/12/2007;IBBK;PDAC
28/11/2007;BTAN;BBIJ
04/10/2007;AWAN;VICT
18/12/2007;OCBC;BNIN
27/12/2007;BDKI;PDIJ
25/10/2007;PDYK;HAGA
19/12/2007;PDJG;BBUK
11/12/2007;FUJI;CITI
29/10/2007;CENA;BBUK
18/10/2007;BNIN;BBUK
09/10/2007;BMRI;INPB
13/12/2007;BBBA;BNIN
21/12/2007;BRIN;MAYA
06/11/2007;BNIA;HSBC
04/12/2007;BNIA;BBBA
01/11/2007;BNIN;BSSP
30/10/2007;IBBK;LIPB
19/12/2007;BMRI;BNIN
03/12/2007;PDJG;PDJT
28/12/2007;MEGA;PINB
14/11/2007;IBBK;BMRI
21/12/2007;PDJB;SCBL
12/12/2007;CENA;ROYB
13/11/2007;DEUT;BMRI
28/12/2007;LIPB;BBUK
17/12/2007;ABAL;SCBL
02/10/2007;BSMD;CITI
14/12/2007;BMRI;HRDA
22/11/2007;CITI;SCBL
26/12/2007;HAGA;BHAG
12/11/2007;CTCB;CENA
12/12/2007;CITI;BMRI
13/12/2007;BTAN;BDIN
18/10/2007;VICT;MCOR
28/12/2007;PDSU;BDIN
16/11/2007;SUNI;BRIN
06/12/2007;BNIN;IBBK
06/12/2007;SYWS;BNIA
31/10/2007;HRDA;BBBA
29/10/2007;BBIJ;IDMO
21/11/2007;ANTD;SCBL
09/10/2007;ARTG;PDJT
12/12/2007;BMRI;DBSB
05/10/2007;BSSP;MEGA
27/11/2007;SUNI;MEGA
10/10/2007;ABNA;BUMI
26/11/2007;HMOB;BBBA
04/10/2007;LIPB;BBIJ
30/11/2007;SWBA;LIPB
26/10/2007;SYBR;NISP
04/12/2007;BMRI;BNIN
18/12/2007;BRIN;SYWS
04/12/2007;BMRI;IBBK
25/10/2007;PINB;SCBL
26/10/2007;BARC;IBBK
01/10/2007;BDIN;BMRI
26/12/2007;PDYK;BRIN
02/10/2007;CNBA;BMRI
18/10/2007;MGAB;LIPB
19/12/2007;BNIN;MEEK
24/10/2007;LIPB;LOMA
06/11/2007;BTAN;BMRI
10/12/2007;FUJI;PINB
12/11/2007;INDI;BARC
10/12/2007;SCBL;DBSB
06/12/2007;MCOR;INPB
25/10/2007;BMRI;SWBA
14/11/2007;GNES;BDIN
18/12/2007;NISP;BSMD
09/11/2007;CHAS;BKKB
26/11/2007;SCBL;BDIN
01/11/2007;BNIA;BNPA
05/11/2007;ROYB;NISP
13/12/2007;RABO;BBIJ
22/10/2007;CITI;CENA
09/10/2007;BNIN;PDJG
27/12/2007;MEEK;JSAB
05/11/2007;BNIN;CITI
27/11/2007;BDIN;BNIA
30/11/2007;BPIA;CENA
30/10/2007;INPB;BDIN
18/10/2007;CTCB;BDIN
11/12/2007;DBSB;BBBA
04/12/2007;LIPB;AGTB
09/10/2007;VICT;BTAN
14/12/2007;BMRI;LMAN
01/10/2007;IBBK;BRIN
19/11/2007;BRIN;PDSU
07/12/2007;BBIJ;DEUT
22/10/2007;SITB;ARNK
12/11/2007;BNIA;MEGA
23/10/2007;SITB;CENA
30/10/2007;BMRI;CENA
21/12/2007;ATJS;PDML
26/12/2007;BMRI;LIPB
26/10/2007;MEGA;MAYA
08/11/2007;BDIN;NISP
07/12/2007;CTCB;HSBC
04/12/2007;PINB;CICT
25/10/2007;MEGA;PDJG
19/10/2007;BBIJ;EKON
18/10/2007;ABNA;SUNI
12/12/2007;CENA;IBBK
21/12/2007;BBBA;KOEX
28/11/2007;PDKB;EKON
14/12/2007;ABNA;BBBA
19/12/2007;EKST;BUMI
23/10/2007;BIDX;MASD
21/11/2007;BDIN;BNIA
14/12/2007;CICT;NISP
05/11/2007;PDKT;BRIN
05/10/2007;BARC;DJAR
19/11/2007;BMRI;BRIN
08/11/2007;BDIN;BRIN
04/10/2007;CENA;MCOR
27/12/2007;AWAN;SCBL
11/10/2007;BNIA;MEGA
27/11/2007;PINB;BKKB
26/10/2007;BRIN;IBBK
12/11/2007;SCBL;PINB
29/11/2007;BBIJ;BRIN
12/11/2007;CHAS;LIPB
10/10/2007;BMRI;SITB
22/11/2007;BNIN;BNIA
30/11/2007;SCBL;HSBC
08/10/2007;BDIN;WIKE
03/10/2007;BBUK;MASD
26/10/2007;TAPE;CENA
27/12/2007;CENA;BDKI
26/12/2007;HVBK;BTAN
12/12/2007;MEGA;BUTG
13/12/2007;BDIN;SUNI
17/10/2007;MEGA;SWBA
11/12/2007;HSBC;AEIB
29/11/2007;BEXI;MEGA
27/12/2007;BSDR;BBIJ
17/12/2007;BMRI;BNIN
04/12/2007;HAIN;BNIN
15/11/2007;BOTK;HSBC
13/11/2007;CENA;BBIJ
03/12/2007;SYBK;BNIA
19/12/2007;BRIN;BNPA
11/12/2007;AGTB;BUMI
17/12/2007;BNIA;FUJI
11/10/2007;HSBC;CHAS
28/11/2007;PDKB;BNIN
15/11/2007;BOFA;CENA
18/12/2007;PDSU;SYBB
25/10/2007;KSEB;PDKG
24/12/2007;BNPA;ABNA
05/11/2007;BEXI;BRIN
21/12/2007;BDIN;BEXI
15/11/2007;CNBA;HSBC
20/11/2007;FUJI;SCBL
08/11/2007;BTAN;MUAB
22/11/2007;ABNA;HSBC
23/10/2007;BDIP;LOMA
13/11/2007;MEGA;ABNA
05/11/2007;CITI;SUNI
19/12/2007;PDSU;ATJS
22/10/2007;MUAB;BMRI
14/11/2007;DBSB;DEUT
13/12/2007;HSBC;CITI
08/10/2007;PINB;BTAN
18/12/2007;BDIN;AEIB
23/11/2007;BRIN;PDJB
01/11/2007;BBBA;BNPA
22/10/2007;BBBA;PDNB
22/10/2007;ANZB;LOMA
25/10/2007;BUMI;BBIJ
05/12/2007;BMRI;BNIA
11/12/2007;LIPB;BDIN
25/10/2007;CITI;BMRI
28/12/2007;DEUT;IBBK
01/10/2007;BUMI;MEDH
15/11/2007;BMRI;PMAS
17/10/2007;BMRI;ARNK
24/10/2007;CENA;BOTK
11/10/2007;CENA;MEGA
03/12/2007;SYJB;CENA
26/10/2007;BDIP;BNIN
28/12/2007;CHAS;BNIN
05/12/2007;PDKB;ATJS
02/10/2007;BDIN;HRDA
19/11/2007;BRIN;ATJS
22/10/2007;PDWU;BRIN
27/12/2007;ABNA;BNIA
12/11/2007;BNIN;BHAG
01/10/2007;KOEX;BDIN
19/12/2007;BMRI;PDAC
24/12/2007;SYWS;NISP
18/12/2007;MEGA;GNES
15/11/2007;BDKI;ARTG
28/12/2007;BEXI;BNIA
30/11/2007;BRIN;PDJT
01/10/2007;HAGA;EKON
29/11/2007;BRIN;CITI
28/12/2007;SYWS;EKON
18/12/2007;BHAG;PINB
24/12/2007;BBUK;BARC
30/11/2007;PDJT;CNBA
07/11/2007;BBBA;BMRI
26/10/2007;IBBK;CITI
19/11/2007;SITB;HAGA
03/12/2007;ANZB;LIPB
11/10/2007;MAYA;BICN
01/11/2007;LIPB;BDIN
26/10/2007;HSBC;ANZB
22/10/2007;PDJG;NISP
05/10/2007;ATJS;PDJM
10/12/2007;BMRI;MEGA
28/12/2007;BNIN;ARNK
23/11/2007;ARNK;HSBC
12/12/2007;CENA;SYBR
26/10/2007;AGTB;CENA
17/12/2007;SCBL;BDKI
17/12/2007;PDRI;BRIN
24/10/2007;BSMD;DEUT
04/12/2007;PDJB;BMRI
22/10/2007;PDBK;BMRI
03/10/2007;SITB;CENA
10/12/2007;HSBC;BICN
17/12/2007;MEGA;PDRI
25/10/2007;OCBC;EKON
05/10/2007;SYDK;BMRI
04/12/2007;BMRI;CITI
10/12/2007;BICN;IBBK
07/11/2007;BNIA;CENA
26/10/2007;LIPB;MAYO
12/11/2007;SITB;ARTG
22/10/2007;CENA;BICN
18/12/2007;BIDX;BHAG
05/12/2007;BTAN;SYBT
11/12/2007;PINB;ARTG
13/11/2007;BOTK;MUAB
15/11/2007;BEXI;BDIN
10/10/2007;BBBA;MEDH
27/11/2007;BNIA;CENA
12/11/2007;BICN;CNBA
13/11/2007;LOMA;DEUT
23/11/2007;MEGA;VICT
21/11/2007;MEDH;PDRI
19/10/2007;BNIN;PDJB
13/11/2007;AEIB;BOTK
21/11/2007;PDAC;BBUK
04/12/2007;BMRI;BHAG
08/10/2007;TAPE;PINB
25/10/2007;IBBK;PINB
02/11/2007;EKON;ABNA
26/12/2007;BHAG;BDIN
22/11/2007;CITI;MUAB
28/12/2007;CICT;BSSP
24/12/2007;CTCB;BMRI
10/12/2007;BNIN;IBBK
31/10/2007;DJAR;BRIN
11/10/2007;PDWR;BBBA
04/10/2007;PDYK;PDJB
26/12/2007;SCBL;NUPA
26/11/2007;BTAN;MUAB
23/11/2007;BHAG;BMRI
27/11/2007;PDAC;BRIN
05/10/2007;IBBK;MCOR
02/10/2007;CENA;LIPB
07/12/2007;BBBA;LIPB
27/11/2007;PDKT;MUAB
19/12/2007;FUJI;MASD
13/12/2007;PDNT;BRIN
12/11/2007;MEDH;PDAC
13/12/2007;PDJG;BMRI
11/10/2007;BPIA;HSBC
27/11/2007;HAGA;BBIJ
28/12/2007;LIPB;CITI
05/12/2007;DEUT;CITI
19/12/2007;PINB;ANZB
21/11/2007;PDSU;BBBA
24/10/2007;BDIN;HSBC
10/12/2007;BDIN;PDBK
24/12/2007;PDLP;BRIN
11/12/2007;ARTG;CICT
27/12/2007;AEIB;BDIN
27/12/2007;JSAB;BNIN
27/11/2007;SCBL;AEIB
18/10/2007;ARTG;BDKI
08/11/2007;BBUK;PDKB
13/11/2007;SCBL;CICT
21/12/2007;PDAC;MUAB
26/11/2007;DBSB;IBBK
08/10/2007;MEGA;MEEK
25/10/2007;BOTK;BBBA
07/11/2007;BBBA;PDKT
26/10/2007;DEUT;BNIA
21/12/2007;DEUT;BBIJ
03/12/2007;HAIN;BDIN
22/11/2007;BBUK;PDKT
20/11/2007;BBIJ;BNIA
18/12/2007;ARTG;BNIA
30/10/2007;CITI;LIPB
25/10/2007;ARTG;PDKS
27/11/2007;NUPA;BNIA
17/12/2007;BICN;BTAN
01/10/2007;IBBK;DEUT
02/11/2007;NISP;PDIJ
29/11/2007;BSSP;BNIN
03/10/2007;BNIA;PDKB
11/12/2007;HAGA;BNIN
13/12/2007;BHAG;ATJS
26/11/2007;PDWG;IBBK
30/10/2007;HSBC;ARTG
08/10/2007;FUJI;BKKB
26/12/2007;DBSB;LIPB
26/11/2007;OCBC;AEIB
18/10/2007;ANZB;CITI
02/10/2007;BNPA;HSBC
25/10/2007;BNIA;AEIB
23/11/2007;BMRI;MAYA
16/11/2007;GNES;MAYA
02/10/2007;BDIN;BICN
02/10/2007;BNIA;CITI
18/10/2007;BMRI;MASD
23/11/2007;MEGA;SUNI
13/11/2007;ROYB;HAGA
17/12/2007;BRIN;BDKI
09/10/2007;BBBA;ANZB
01/11/2007;HAGA;BTAN
