date;source;target
30/10/2007;MEDH;BNIN
09/10/2007;BNPA;CENA
18/12/2007;BBIJ;CITI
07/11/2007;CITI;DBSB
04/12/2007;MASD;MEGA
29/11/2007;BNIA;EKON
02/11/2007;NISP;BNIA
28/11/2007;PDJB;BTAN
29/10/2007;ARTG;PINB
17/12/2007;LIPB;SYNA
25/10/2007;CENA;PDJM
28/12/2007;BBUK;SYRI
15/11/2007;BMRI;HRDA
22/10/2007;PDSU;BTAN
27/12/2007;PDKB;BMRI
19/12/2007;PDKT;SITB
17/10/2007;LIPB;HAGA
31/10/2007;PDNT;ARTG
16/11/2007;BBUK;MUAB
19/12/2007;LIPB;BRIN
27/11/2007;BMRI;BNIA
23/10/2007;PDKS;BDIN
22/11/2007;SCBL;HAGA
29/10/2007;BIDX;WIKE
27/11/2007;DJAR;BBBA
30/10/2007;DEUT;CITI
19/10/2007;DEUT;BNIA
24/10/2007;BNIA;ANZB
10/10/2007;CENA;MAYA
02/10/2007;BTAN;BSMD
29/10/2007;BOFA;PDRI
28/12/2007;NUPA;BMRI
09/10/2007;BBIJ;BBIJ
17/10/2007;BNIN;PDJB
10/10/2007;MEDH;DBSB
23/10/2007;ARTG;MEDH
26/12/2007;PDLP;BRIN
10/10/2007;PDWR;BRIN
30/11/2007;PINB;WIKE
11/10/2007;BSSP;BRIN
21/11/2007;ANTD;HSBC
23/10/2007;BNPA;HSBC
08/10/2007;PDJT;IBBK
19/12/2007;IBBK;ABNA
17/10/2007;BRIN;BNIN
16/11/2007;CICT;BBIJ
11/12/2007;SYWS;BSMD
13/12/2007;EKON;BICN
08/11/2007;RABO;BMRI
24/10/2007;BNIN;HSBC
21/11/2007;CENA;PINB
10/12/2007;LIPB;CTCB
06/11/2007;CTCB;NISP
12/12/2007;EKON;BSSP
13/12/2007;ABAL;BDIN
10/12/2007;LIPB;MEDH
03/12/2007;BSMD;BDIN
17/12/2007;PDWU;IBBK
07/12/2007;HSBC;RABO
13/12/2007;BRIN;PDKB
02/11/2007;CENA;BBBA
17/12/2007;CENA;NISP
06/11/2007;BNIA;IBBK
09/10/2007;NISP;ABNA
03/12/2007;BNIN;OCBC
29/10/2007;BMRI;BCIA
02/10/2007;CENA;BNPA
06/12/2007;BUMI;BNIA
05/10/2007;BDIN;DBSB
19/11/2007;BNIN;BUST
13/12/2007;AEIB;SUNI
30/11/2007;BNIA;CTCB
26/12/2007;CENA;MCOR
19/11/2007;IBBK;CHAS
06/11/2007;BIDX;MAYA
02/11/2007;CENA;BDIN
01/10/2007;BNIN;DBSB
07/12/2007;MEGA;NISP
20/11/2007;MEGA;BPIA
19/10/2007;BDIP;LOMA
12/11/2007;HAGA;LIPB
19/12/2007;HSBC;FUJI
12/11/2007;BMRI;ARTG
05/10/2007;VICT;ABNA
20/11/2007;PDWG;PINB
22/11/2007;IBBK;HSBC
13/11/2007;CNBA;PINB
08/10/2007;PDAC;BMRI
23/10/2007;BRIN;EKON
08/10/2007;AGSS;BNIN
14/12/2007;BBIJ;MUAB
29/11/2007;DEUT;IBBK
11/10/2007;FUJI;SUNI
22/10/2007;OCBC;BUMI
10/10/2007;PDYK;ABAL
25/10/2007;CENA;PMAS
19/11/2007;ANZB;BMRI
14/12/2007;PDWR;MEGA
17/10/2007;SYBR;DEUT
13/11/2007;BMRI;BIDX
18/12/2007;DBSB;JSAB
07/12/2007;BOTK;CHAS
09/11/2007;HRDA;LIPB
05/12/2007;DBSB;HSBC
04/12/2007;PDJG;BBIJ
30/10/2007;SITB;MEGA
29/11/2007;NISP;HAGA
21/11/2007;SUNI;OCBC
11/12/2007;BMRI;IBBK
24/12/2007;PDSB;BDKI
26/12/2007;LIPB;BUMI
27/12/2007;HSBC;BNIA
18/12/2007;CITI;BRIN
30/10/2007;BNIN;BUMI
13/12/2007;CENA;SWBA
04/10/2007;DEUT;PDJT
28/11/2007;PDJB;BBUK
11/12/2007;PDKT;BBUK
01/10/2007;ANZB;BNIN
19/12/2007;BNIA;BNIN
10/12/2007;PDJB;CITI
19/12/2007;BNIN;SYBR
03/12/2007;MEGA;LIPB
27/11/2007;ATJS;SWBA
07/12/2007;ANTD;PMAS
28/11/2007;CENA;SYBR
21/11/2007;CENA;BBBA
12/12/2007;PDSU;BRIN
03/12/2007;BOTK;CENA
23/11/2007;SUNI;VICT
26/10/2007;BNPA;BBBA
28/11/2007;BRIN;SCBL
08/10/2007;LIPB;SYBB
27/11/2007;BDIN;AWAN
27/11/2007;PDJB;CITI
10/10/2007;FUJI;DEUT
31/10/2007;BUMI;CICT
23/11/2007;RABO;ANZB
09/10/2007;ABNA;PDJB
02/10/2007;BBAI;DBSB
30/11/2007;NISP;ATJS
14/12/2007;CENA;BNIN
04/12/2007;BRIN;PDSB
22/10/2007;PDSU;LIPB
09/11/2007;BNIN;NISP
03/12/2007;BBIJ;BNIN
19/10/2007;CENA;RABO
03/12/2007;BMRI;BRIN
07/12/2007;BICN;LIPB
27/12/2007;AWAN;BNIA
03/10/2007;SCBL;NISP
10/10/2007;BMRI;NUPA
10/12/2007;CENA;HVBK
21/12/2007;SCBL;BOTK
03/10/2007;BSMD;BMRI
01/11/2007;BRIN;MEGA
17/12/2007;BSMD;BRIN
23/11/2007;CHAS;BDIN
26/11/2007;BICN;ARNK
11/12/2007;BBBA;KSEI
30/10/2007;SITB;LIPB
08/11/2007;NISP;MEDH
24/10/2007;BMRI;BBIJ
03/10/2007;BDIN;PDWR
04/12/2007;PDIJ;PDYK
20/11/2007;PINB;CNBA
11/10/2007;LIPB;GNES
19/12/2007;NISP;MEDH
04/10/2007;BRIN;PDJG
16/11/2007;BOTK;MEGA
16/11/2007;BRIN;BNIN
12/12/2007;BRIN;SWBA
03/10/2007;BBBA;PDKG
05/11/2007;PDSU;SYSU
07/11/2007;BICN;HAGA
13/12/2007;TAPE;BBUK
01/10/2007;ANZB;HSBC
03/12/2007;CENA;DBSB
20/11/2007;INDI;EKST
21/11/2007;MEGA;HSBC
04/12/2007;BRIN;BBIJ
29/10/2007;BNIN;PDSU
28/11/2007;NISP;BTAN
02/11/2007;CENA;PINB
07/12/2007;HSBC;LIPB
12/12/2007;CTCB;ABNA
17/12/2007;IBBK;BMRI
30/11/2007;PDWU;BBUK
31/10/2007;PDRI;LIPB
29/11/2007;BRIN;PDJG
27/12/2007;NISP;CENA
05/12/2007;BDIN;ATJS
15/11/2007;ARTG;DEUT
27/12/2007;BTAN;EKON
24/10/2007;CENA;INDI
16/11/2007;CICT;INPB
10/12/2007;CENA;CITI
17/12/2007;MUAB;SYKS
04/10/2007;BTAN;DEUT
25/10/2007;BUMI;BMRI
11/12/2007;NISP;MEEK
22/10/2007;BRIN;ATJS
04/10/2007;BNIN;DBSB
09/11/2007;CENA;BOTK
12/12/2007;IBBK;PDKT
29/11/2007;ABNA;BMRI
21/11/2007;LIPB;BNIA
09/10/2007;BRIN;SYBR
11/10/2007;IBBK;BSSP
26/10/2007;BDIN;CTCB
20/11/2007;PDML;BMRI
01/10/2007;SCBL;EKON
26/12/2007;NISP;BBBA
24/10/2007;SYNA;BMRI
03/10/2007;IBBK;DBSB
15/11/2007;PDRI;BRIN
08/11/2007;ARNK;BBIJ
26/11/2007;MEGA;IBBK
20/11/2007;BRIN;BBIJ
19/12/2007;RIPA;ABAL
05/11/2007;SYAC;BRIN
04/10/2007;BNIN;PDWU
11/10/2007;SCBL;BNIA
11/12/2007;BMRI;BBIJ
30/10/2007;BRIN;PINB
03/10/2007;BCIA;LIPB
05/11/2007;RABO;CENA
21/11/2007;CENA;MEDH
22/11/2007;PDKB;LIPB
28/11/2007;IBBK;MEGA
25/10/2007;CHAS;MUAB
02/11/2007;MUAB;CENA
26/12/2007;CTCB;MASD
03/10/2007;ANZB;BNIN
03/10/2007;BNIN;CHAS
14/11/2007;BNPA;SCBL
19/11/2007;BNIA;SYBB
06/11/2007;BNIA;RABO
14/11/2007;FUJI;SCBL
10/12/2007;OCBC;DBSB
26/11/2007;BBBA;HSBC
26/11/2007;ANZB;LIPB
08/11/2007;BNIN;BDKI
12/12/2007;SITB;ARNK
11/12/2007;PDAC;BRIN
05/10/2007;BNIA;BICN
29/10/2007;BNIN;PDJM
25/10/2007;NISP;CICT
13/11/2007;ABAL;BMRI
13/12/2007;BBAI;BNIN
06/12/2007;BNIN;DBSB
06/12/2007;BMRI;BRIN
07/11/2007;BSSP;NISP
11/10/2007;BDIP;CENA
19/11/2007;CENA;PDSU
02/10/2007;ATJS;NISP
07/11/2007;BRIN;PDJG
03/12/2007;BSMD;AWAN
09/10/2007;ABNA;BEXI
02/11/2007;BDIN;CICT
14/11/2007;DEUT;BBIJ
11/12/2007;HAGA;BSSP
09/11/2007;PDSB;CENA
08/11/2007;BNIA;BICN
02/10/2007;CENA;BOTK
30/10/2007;SCBL;ABNA
02/10/2007;PDKT;BNIN
18/12/2007;SUNI;BBIJ
06/11/2007;ANZB;CITI
27/12/2007;FUJI;HRDA
19/11/2007;PDKS;SYBD
05/11/2007;BBBA;NUPA
09/11/2007;BMRI;HAGA
10/12/2007;PDKG;BBBA
04/10/2007;PDRI;PDKG
01/11/2007;PDJB;INDI
24/12/2007;EKON;DEUT
10/10/2007;BRIN;BNIN
07/12/2007;IBBK;BBIJ
31/10/2007;BBUK;CITI
24/10/2007;PINB;BDIN
24/12/2007;CENA;PDSB
22/10/2007;CICT;BNIN
24/12/2007;CITI;LIPB
29/11/2007;MEGA;IBBK
05/12/2007;ATJS;MAYA
06/12/2007;PDIJ;IBBK
08/10/2007;PDKS;PINB
17/12/2007;PDYK;LIPB
23/11/2007;IBBK;BICN
24/12/2007;DBSB;BBIJ
05/12/2007;IBBK;BICN
11/10/2007;ARTG;BBBA
06/11/2007;TAPE;IBBK
31/10/2007;PDJT;PINB
07/11/2007;LIPB;BTAN
19/10/2007;BDIN;PDAC
18/12/2007;CENA;NISP
21/11/2007;PDAC;BRIN
01/10/2007;HSBC;DBSB
23/11/2007;CHAS;LIPB
04/12/2007;BNIN;ANTD
31/10/2007;MUAB;ATJS
12/11/2007;ATJS;PDNT
11/12/2007;BBUK;BRIN
06/11/2007;SUNI;MASD
29/10/2007;PINB;EKON
04/10/2007;BOTK;SCBL
26/12/2007;BRIN;ARTG
19/10/2007;BTAN;DEUT
17/10/2007;IBBK;HAGA
28/12/2007;LIPB;PDWR
22/11/2007;BRIN;ABAL
21/11/2007;SCBL;BSMD
21/12/2007;BUMI;LIPB
13/12/2007;BRIN;BBBA
31/10/2007;BSMD;BBBA
23/10/2007;BEXI;PDJB
04/10/2007;SITB;DEUT
21/12/2007;CITI;PDWG
24/10/2007;IBBK;CENA
19/12/2007;PDBK;BDKI
01/11/2007;FUJI;BBBA
24/10/2007;BNIA;BMRI
17/10/2007;BBIJ;CITI
02/10/2007;HMOB;BDIN
12/12/2007;DEUT;BSMD
04/12/2007;ANZB;HSBC
30/11/2007;BRIN;BNIN
11/10/2007;DEUT;NISP
04/12/2007;ABAL;BNIN
07/11/2007;SCBL;BDIN
03/10/2007;BSMD;MEDH
29/10/2007;BBBA;DEUT
28/11/2007;BBUK;PDRI
11/12/2007;BRIN;BNIN
30/11/2007;CENA;NUPA
07/12/2007;BMRI;ABAL
18/12/2007;BBUK;HSBC
05/11/2007;HSBC;LIPB
25/10/2007;BOTK;BUMI
11/12/2007;PDSU;BBBA
19/11/2007;PDWG;IBBK
16/11/2007;BRIN;PDKG
22/10/2007;EKON;PDSU
05/11/2007;PDJB;ABNA
28/11/2007;ABAL;PDKT
06/12/2007;BSSP;BBUK
02/11/2007;BNIA;PINB
19/12/2007;CITI;ANZB
13/11/2007;BUMI;BNIA
04/12/2007;BMRI;IBBK
05/10/2007;PDSB;BBUK
12/12/2007;OCBC;IBBK
28/12/2007;CENA;PDJB
22/11/2007;BSSP;PDBK
19/11/2007;BNIN;CHAS
05/12/2007;CITI;BARC
17/10/2007;BRIN;PDWU
19/11/2007;IBBK;IDMO
07/12/2007;LIPB;IBBK
12/12/2007;BOFA;ANZB
26/11/2007;HSBC;OCBC
08/11/2007;BNIN;PDJT
18/10/2007;CENA;PDIJ
27/11/2007;BBUK;BBBA
20/11/2007;PDYK;BDKI
26/12/2007;LIPB;PDJT
08/10/2007;FAMA;BNIN
10/12/2007;NISP;CITI
21/12/2007;RABO;BDIN
15/11/2007;MEGA;CICT
06/12/2007;CTCB;HRDA
05/12/2007;BRIN;BNIA
21/11/2007;CENA;PDBK
12/12/2007;PDYK;PINB
13/11/2007;BNIN;IBBK
03/10/2007;BDKI;BRIN
29/11/2007;BDIN;BIDX
03/10/2007;SWBA;EKON
14/12/2007;BNPA;CENA
26/11/2007;ARTG;HSBC
30/11/2007;BBUK;BBAI
13/11/2007;BRIN;BSDR
18/12/2007;HAGA;BDIN
27/11/2007;ARNK;BNIA
17/12/2007;ARTG;BBBA
26/12/2007;PDBK;BNIN
19/11/2007;SCBL;OCBC
04/10/2007;BMRI;IBBK
29/11/2007;BRIN;MEGA
26/12/2007;BBBA;PDAC
29/11/2007;EKON;BICN
16/11/2007;ABAL;BRIN
17/10/2007;INDI;AGTB
19/12/2007;NUPA;BDIN
09/10/2007;CENA;BBUK
27/12/2007;INPB;IBBK
27/12/2007;IDMO;IBBK
19/12/2007;BDIN;BBIJ
24/12/2007;PDIJ;BRIN
31/10/2007;WIKE;BBIJ
09/10/2007;HVBK;BBUK
08/10/2007;EKST;CENA
21/11/2007;BMRI;MAYA
19/12/2007;CICT;JSAB
27/12/2007;DBSB;CICT
25/10/2007;CENA;PDKB
19/12/2007;PDJM;BBUK
23/11/2007;PDKT;BRIN
23/10/2007;DBSB;BEXI
07/11/2007;DEUT;BOTK
06/11/2007;BUST;HSBC
11/12/2007;CENA;HRDA
17/12/2007;SCBL;DEUT
14/11/2007;BOTK;IBBK
11/12/2007;BMRI;BSSP
29/11/2007;BPIA;CENA
26/10/2007;BBUK;BSMD
14/12/2007;DJAR;BMRI
28/12/2007;ARTG;BTAN
26/12/2007;LIPB;BNIA
05/11/2007;CENA;BTAN
28/12/2007;SCBL;BNIN
01/11/2007;NISP;BDKI
21/11/2007;PDJG;ATJS
07/11/2007;SCBL;BNIN
27/12/2007;CENA;ANZB
04/12/2007;SCBL;BUMI
27/12/2007;BMRI;BRIN
23/10/2007;YUDB;GNES
28/12/2007;PDAC;BRIN
29/11/2007;ARTG;EKST
14/12/2007;BBBA;CITI
19/11/2007;PDJB;PDAC
03/10/2007;PDIJ;PDWU
13/12/2007;LIPB;BNIN
18/12/2007;BDIN;HVBK
09/11/2007;BBBA;BHAG
29/11/2007;BDIN;NISP
23/11/2007;ABAL;BDIN
28/12/2007;ABAL;CENA
19/10/2007;PINB;CITI
03/10/2007;ANZB;ABNA
19/11/2007;HRDA;LIPB
23/11/2007;EKON;BBIJ
12/12/2007;WIKE;NISP
13/11/2007;PDKT;BRIN
14/12/2007;BNIN;MASD
22/10/2007;EKON;BDIN
08/10/2007;BRIN;MUAB
03/10/2007;DBSB;BDIN
09/10/2007;BOTK;HSBC
25/10/2007;TAPE;BDIN
13/12/2007;PDSB;BSMD
26/12/2007;PDKB;CENA
28/12/2007;BSMD;SCBL
02/11/2007;BBUK;BICN
22/11/2007;BBIJ;BRIN
22/10/2007;PDAC;SYBD
30/11/2007;ANZB;LIPB
11/10/2007;BBAI;BBIJ
04/10/2007;DEUT;BBBA
05/10/2007;HAGA;PINB
19/10/2007;CITI;RABO
05/10/2007;BNIN;MASD
26/12/2007;BBIJ;ANTD
05/10/2007;BOTK;BMRI
05/11/2007;LIPB;BRIN
10/10/2007;TAPE;BNIN
18/12/2007;ANZB;BDIN
25/10/2007;CENA;CENA
30/11/2007;PDJT;BRIN
01/11/2007;BBBA;BDIN
09/10/2007;PINB;BRIN
11/12/2007;PDWU;PDIJ
21/11/2007;CENA;BDKI
27/11/2007;PDBK;BRIN
05/10/2007;BDKI;BSSP
13/11/2007;ATJS;ABAL
26/10/2007;IBBK;LIPB
03/12/2007;ATJS;BNIA
23/10/2007;CENA;BPIA
11/12/2007;BNIA;BBIJ
14/11/2007;HSBC;BDIN
23/10/2007;MASD;BDIN
04/10/2007;OCBC;EKON
19/11/2007;BOTK;ABNA
16/11/2007;SCBL;LIPB
19/10/2007;EKON;CENA
01/11/2007;BBIJ;BOTK
17/10/2007;NISP;IBBK
30/11/2007;BUST;CENA
09/10/2007;HVBK;BNIN
11/10/2007;IBBK;NISP
24/12/2007;BSMD;PDAC
19/12/2007;PDJG;EKON
22/11/2007;BCIA;BNIA
25/10/2007;PDYK;IBBK
14/11/2007;BNIN;CITI
08/10/2007;LIPB;ABNA
03/12/2007;BBBA;LIPB
27/11/2007;BBIJ;BTAN
25/10/2007;DBSB;ABNA
10/10/2007;BMRI;IBBK
13/11/2007;CHAS;DEUT
01/10/2007;PDML;BMRI
06/11/2007;EKON;NISP
09/11/2007;OCBC;BRIN
22/10/2007;BNIA;CITI
11/10/2007;BBUK;PDSU
18/10/2007;BBBA;ABNA
03/10/2007;ATJS;ABNA
10/12/2007;BIDX;JSAB
16/11/2007;PDIJ;BNIA
21/12/2007;CTCB;BMRI
11/12/2007;NISP;BNIN
21/11/2007;BSMD;PDAC
10/12/2007;BBIJ;HSBC
29/11/2007;BHAG;ATJS
27/11/2007;ANZB;SUNI
26/12/2007;HSBC;LMAN
08/10/2007;FUJI;CITI
05/10/2007;BMRI;LIPB
19/12/2007;BBUK;GNES
05/10/2007;BNPA;LIPB
14/12/2007;ABAL;BICN
02/11/2007;HAIN;OCBC
08/10/2007;ANZB;BDIN
14/12/2007;BMRI;BTAN
29/11/2007;BBBA;PDKB
24/12/2007;IBBK;MEGA
26/11/2007;MASD;TAPE
10/10/2007;BICN;CNBA
29/11/2007;ABAL;LIPB
22/10/2007;PDWR;CENA
21/12/2007;LIPB;ATJS
13/12/2007;CENA;DBSB
21/12/2007;ABNA;BSMD
24/12/2007;PDSB;BUMI
31/10/2007;CHAS;BDIN
29/10/2007;SITB;PINB
19/12/2007;BBIJ;DJAR
02/11/2007;BSSP;HAGA
04/10/2007;CITI;CNBA
11/12/2007;BDIP;SCBL
05/11/2007;CITI;BNIA
05/12/2007;PDJT;PINB
13/11/2007;BMRI;BUTG
29/11/2007;BBIJ;NUPA
19/12/2007;BMRI;IBBK
04/10/2007;ARTG;BNIN
07/11/2007;MAYO;LIPB
23/11/2007;CITI;EKON
25/10/2007;ANZB;DBSB
09/10/2007;BBIJ;BBUK
19/11/2007;BDIN;BNPA
03/12/2007;INPB;IBBK
18/12/2007;ANTD;BMRI
23/10/2007;PDAC;BNIN
19/11/2007;HSBC;GNES
14/12/2007;ARNK;BDIN
03/10/2007;BRIN;IBBK
29/10/2007;BDKI;IBBK
09/11/2007;MEDH;BNIA
04/10/2007;EKON;CHAS
14/11/2007;ABNA;HSBC
18/12/2007;WIKE;LIPB
29/11/2007;PDSU;MUAB
19/12/2007;SCBL;BDIN
15/11/2007;BRIN;PDKS
28/11/2007;CENA;BDIN
14/11/2007;BUMI;AWAN
04/10/2007;PDYK;LIPB
03/10/2007;HAGA;KOEX
06/12/2007;CITI;HAGA
14/12/2007;BDIP;MEDH
01/11/2007;DEUT;SCBL
29/11/2007;BOTK;BBIJ
01/11/2007;LIPB;BTAN
05/11/2007;BRIN;PDJT
03/10/2007;BBUK;BICN
07/12/2007;ARTG;EKON
13/11/2007;SYBR;CENA
08/10/2007;BRIN;SWBA
19/10/2007;PDKS;PINB
29/10/2007;SYBR;BMRI
26/11/2007;BMRI;BSMD
02/10/2007;BBIJ;PINB
27/12/2007;BNIN;PINB
23/10/2007;CITI;BSDR
28/12/2007;BBBA;SYJB
04/12/2007;CENA;SYBT
12/11/2007;SWBA;MASD
04/10/2007;BBIJ;BBAI
11/10/2007;NISP;WIKE
23/11/2007;PDJG;PINB
14/11/2007;BDIN;BRIN
19/12/2007;CICT;BBIJ
22/10/2007;BDIN;HAGA
30/11/2007;CITI;ABAL
29/11/2007;MEDH;PINB
17/10/2007;BMRI;LIPB
03/12/2007;CTCB;BBIJ
09/11/2007;ANZB;DBSB
26/11/2007;DEUT;CENA
05/10/2007;BRIN;SYWS
30/11/2007;SCBL;BBBA
02/10/2007;FUJI;IBBK
14/11/2007;ABAL;BMRI
27/12/2007;BDIN;BNIA
26/10/2007;WIKE;CENA
04/10/2007;BBBA;IBBK
25/10/2007;SYJB;LIPB
11/12/2007;PDKB;PINB
20/11/2007;EKON;BNIN
28/11/2007;ARNK;PDIJ
05/11/2007;BRIN;NISP
24/10/2007;ABNA;BOFA
14/12/2007;MEGA;PDWG
01/10/2007;ABNA;DBSB
31/10/2007;ABAL;BRIN
16/11/2007;PDWR;IBBK
03/12/2007;LIPB;NUPA
24/12/2007;BRIN;SYBR
23/10/2007;CICT;DBSB
12/11/2007;ARTG;HSBC
19/11/2007;BNIN;SYBT
02/11/2007;MAYA;PINB
13/12/2007;BBIJ;BBIJ
06/11/2007;PDAC;ARTG
30/11/2007;GNES;BMRI
16/11/2007;ATJS;BNIA
02/10/2007;BMRI;BNPA
05/12/2007;MEGA;SCBL
02/10/2007;CNBA;BBBA
20/11/2007;AWAN;BMRI
04/10/2007;CENA;MASB
27/11/2007;BUMI;BDIN
11/10/2007;BMRI;BNIN
13/11/2007;BMRI;BTAN
08/11/2007;PDWU;LIPB
07/12/2007;IBBK;PDJT
19/11/2007;AGSS;CENA
02/11/2007;PDWG;BMRI
21/12/2007;ROYB;BBIJ
22/10/2007;MEGA;PDJB
27/11/2007;BNIN;BBUK
19/12/2007;PINB;ARTG
22/11/2007;PDML;ARTG
05/10/2007;BDIN;YUDB
23/11/2007;AWAN;BRIN
09/10/2007;SUNI;BNIN
19/12/2007;AEIB;BNIA
13/12/2007;BHAG;BMRI
10/10/2007;MEDH;DEUT
18/12/2007;SYBT;CENA
18/12/2007;BBBA;SITB
17/12/2007;LIPB;BMRI
04/10/2007;CENA;ABNA
12/12/2007;BDIN;NUPA
17/12/2007;BDKI;BMRI
11/10/2007;ARNK;CENA
22/10/2007;SITB;BDIP
12/12/2007;PDJB;NUPA
25/10/2007;BBBA;PDSU
06/12/2007;BICN;IBBK
19/12/2007;ARTG;BBIJ
09/11/2007;AEIB;DEUT
02/11/2007;PDSB;LIPB
19/10/2007;SCBL;BBBA
17/12/2007;CENA;SWBA
02/11/2007;BMRI;BOFA
27/12/2007;KSEB;INDI
18/12/2007;IBBK;INPB
26/11/2007;CICT;ANZB
19/12/2007;PINB;CHAS
07/12/2007;BMRI;HSBC
01/11/2007;PDAC;BSMD
30/11/2007;FUJI;ANTD
05/10/2007;PINB;EKON
14/11/2007;BMRI;NISP
19/10/2007;DEUT;BBBA
09/10/2007;PDKT;BBBA
03/10/2007;IBBK;HSBC
21/12/2007;ABNA;BBBA
07/12/2007;BBIJ;BTAN
14/12/2007;PDBK;LIPB
19/11/2007;BNPA;BNIN
13/11/2007;BSMD;YUDB
03/10/2007;BMRI;CENA
10/10/2007;BRIN;PDJB
08/10/2007;BMRI;BICN
26/11/2007;LIPB;BNIN
26/11/2007;CENA;ABNA
02/10/2007;BBUK;PDSB
07/12/2007;BICN;DEUT
15/11/2007;BNIN;BBIJ
29/10/2007;HSBC;ANTD
15/11/2007;BTAN;BICN
16/11/2007;SCBL;BKCH
02/11/2007;PDJB;CNBA
13/12/2007;PDNB;BTAN
19/10/2007;BBBA;MAYA
18/12/2007;PDSB;ABAL
19/11/2007;BMRI;SYDK
11/12/2007;MEEK;HAGA
24/12/2007;BSSP;BDIN
01/11/2007;PDSB;PDBK
08/11/2007;CENA;ROYB
15/11/2007;BNIN;ARTG
10/10/2007;ATJS;BMRI
07/12/2007;SCBL;ABAL
03/12/2007;BRIN;CNBA
29/10/2007;BMRI;BOTK
05/11/2007;BNIN;BNIA
11/10/2007;IDMO;CENA
23/10/2007;CENA;BBUK
05/12/2007;BUMI;BNIN
29/11/2007;BOFA;LIPB
18/10/2007;BBIJ;CITI
09/10/2007;BRIN;EKON
05/10/2007;BBIJ;INDI
10/12/2007;BMRI;DEUT
05/10/2007;BDIN;HAGA
04/10/2007;BNIA;IBBK
04/10/2007;BRIN;BSMD
11/12/2007;PDML;BRIN
26/10/2007;BBAI;PINB
11/10/2007;BOTK;AEIB
27/12/2007;FUJI;MEGA
26/11/2007;INDI;ATJS
02/10/2007;CENA;ARTG
17/12/2007;PDNB;ATJS
03/10/2007;PDSU;BMRI
13/11/2007;ATJS;NISP
06/12/2007;BDIN;TAPE
09/11/2007;BMRI;IBBK
22/10/2007;NISP;BRIN
05/10/2007;CENA;PDSU
22/10/2007;KSEB;MAYA
08/10/2007;OCBC;PINB
23/11/2007;BNIN;HVBK
07/11/2007;BBAI;BBIJ
11/10/2007;CITI;NISP
04/10/2007;NISP;BNIA
12/11/2007;BNIA;BDIN
26/11/2007;IBBK;BMRI
26/12/2007;BBIJ;MAYA
01/10/2007;ATJS;DEUT
03/10/2007;HAGA;SCBL
20/11/2007;SYWS;BMRI
09/11/2007;BICN;EKON
09/11/2007;MASB;BMRI
07/12/2007;EKON;MEDH
03/10/2007;BMRI;SYBR
19/12/2007;SCBL;CENA
29/10/2007;PINB;BDIN
11/12/2007;BRIN;PDJB
19/12/2007;IBBK;PDKS
08/10/2007;BNIA;PDJB
17/10/2007;CENA;AEIB
06/12/2007;BMRI;CTCB
28/12/2007;BNIN;BRIN
26/10/2007;IBBK;PDSU
21/12/2007;KOEX;LIPB
21/12/2007;BBIJ;PDRI
26/11/2007;NISP;SUNI
18/12/2007;BDKI;BNIA
14/12/2007;PDWR;PINB
09/10/2007;BMRI;CHAS
23/11/2007;BNIN;CNBA
01/11/2007;ABAL;BRIN
07/12/2007;DBSB;DEUT
18/12/2007;ABAL;CENA
02/11/2007;ABNA;PINB
05/10/2007;SCBL;IBBK
23/10/2007;CHAS;LIPB
24/10/2007;PDAC;CENA
30/11/2007;ARNK;BNIN
18/10/2007;CENA;JSAB
12/11/2007;LIPB;BIDX
13/12/2007;BOTK;HAGA
06/11/2007;BBBA;BEXI
23/10/2007;EKON;MEGA
08/10/2007;PDBK;PDJG
07/12/2007;ARTG;BICN
04/10/2007;PDKS;MEGA
23/11/2007;INPB;HMOB
19/12/2007;BBBA;CENA
11/10/2007;PDKS;PDSB
14/11/2007;ABAL;BRIN
02/10/2007;BOTK;SUNI
04/12/2007;PDML;CENA
03/10/2007;BRIN;BTAN
07/11/2007;DBSB;BBBA
19/11/2007;IBBK;TAPE
11/12/2007;PDAC;PDJG
22/11/2007;BNIN;LIPB
14/11/2007;PDJG;BEXI
03/12/2007;SUNI;MEGA
30/11/2007;EKON;PDAC
22/11/2007;ATJS;BSMD
11/12/2007;HSBC;BICN
18/10/2007;MEDH;BMRI
03/10/2007;BBIJ;MEGA
19/12/2007;CTCB;ANZB
23/11/2007;BMRI;BICN
08/11/2007;PDWR;BBUK
22/11/2007;BRIN;LIPB
14/12/2007;BNIN;PDKT
10/10/2007;BMRI;SYNA
18/10/2007;LIPB;HSBC
04/12/2007;JSAB;BNIA
30/10/2007;CICT;BICN
19/12/2007;BPIA;OCBC
09/10/2007;BBUK;BTAN
29/10/2007;KOEX;LIPB
05/12/2007;PDJB;BDIN
26/12/2007;BRIN;BDKI
08/10/2007;BBUK;PDJB
18/10/2007;BNIA;SCBL
02/10/2007;MEGA;CENA
19/12/2007;BMRI;BOFA
14/12/2007;DEUT;HSBC
10/12/2007;MAYA;BBIJ
08/11/2007;AGTB;BBBA
07/12/2007;BBBA;BBUK
28/11/2007;ABNA;BOTK
30/10/2007;CITI;BBIJ
22/10/2007;PINB;ANZB
27/11/2007;BRIN;MASD
05/12/2007;SCBL;HSBC
19/10/2007;PDJM;BRIN
30/10/2007;ARTG;MEGA
02/10/2007;ABAL;ANZB
08/11/2007;IBBK;ABNA
